epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,2130.46,1.06371,0.41965,0.82039,0.91909,0.91723,0.9413,0.67591,0.935,0.34191,0.83629,0.000515267,0.000515267,0.000515267
25,2228.16,1.07489,0.42152,0.82157,0.93339,0.91183,0.93958,0.69484,0.88736,0.32203,0.83068,0.000509114,0.000509114,0.000509114
26,2322.95,1.03771,0.40358,0.82094,0.91662,0.91604,0.93207,0.67933,0.91528,0.32785,0.83233,0.00050275,0.00050275,0.00050275
27,2418.51,1.02986,0.40015,0.82028,0.92865,0.9087,0.93878,0.69509,0.88355,0.31379,0.83085,0.000496184,0.000496184,0.000496184
28,2512.47,1.02215,0.40974,0.82072,0.91144,0.91924,0.93574,0.68819,0.88942,0.31933,0.83307,0.000489421,0.000489421,0.000489421
29,2608.43,1.01965,0.40148,0.82244,0.93797,0.90039,0.94164,0.68852,0.89798,0.32523,0.83338,0.000482469,0.000482469,0.000482469
30,2699.62,1.00442,0.38437,0.82077,0.91032,0.92155,0.94727,0.69484,0.88791,0.3108,0.83336,0.000475333,0.000475333,0.000475333
31,2791.76,1.01583,0.40358,0.82188,0.9264,0.91399,0.94,0.6905,0.89588,0.31328,0.83318,0.000468021,0.000468021,0.000468021
32,2882.46,1.00607,0.38267,0.82028,0.92894,0.91635,0.94201,0.68876,0.89681,0.30969,0.8335,0.00046054,0.00046054,0.00046054
33,2975.33,1.00748,0.39317,0.82362,0.94253,0.91795,0.94445,0.69468,0.90093,0.31691,0.83861,0.000452898,0.000452898,0.000452898
34,3067.45,0.99549,0.37817,0.82132,0.90372,0.92665,0.9491,0.69182,0.90172,0.31109,0.83658,0.000445102,0.000445102,0.000445102
35,3158.74,0.99173,0.37231,0.82356,0.95248,0.90881,0.94972,0.6971,0.88369,0.30579,0.83246,0.000437159,0.000437159,0.000437159
36,3251.09,0.99107,0.3658,0.82311,0.94651,0.9243,0.94279,0.69836,0.87771,0.30368,0.83456,0.000429078,0.000429078,0.000429078
37,3342.6,0.97159,0.35887,0.81959,0.9546,0.89683,0.94006,0.69667,0.88301,0.30734,0.83177,0.000420867,0.000420867,0.000420867
38,3435.04,0.97532,0.3654,0.82248,0.93246,0.92928,0.94568,0.6964,0.8696,0.30462,0.83262,0.000412534,0.000412534,0.000412534
39,3526.84,0.96905,0.36226,0.82073,0.91901,0.925,0.93693,0.69685,0.88095,0.30991,0.833,0.000404086,0.000404086,0.000404086
40,3618.54,0.94888,0.34081,0.81672,0.89572,0.93064,0.93791,0.69981,0.87772,0.30617,0.83366,0.000395533,0.000395533,0.000395533
41,3710.34,0.95163,0.34429,0.81812,0.94164,0.89366,0.9383,0.6967,0.88381,0.30727,0.83325,0.000386882,0.000386882,0.000386882
42,3800.85,0.94923,0.34466,0.81826,0.94242,0.93195,0.94566,0.70155,0.86297,0.30041,0.83118,0.000378143,0.000378143,0.000378143
43,3891.82,0.94056,0.33794,0.81651,0.92067,0.93896,0.9449,0.69739,0.88508,0.30486,0.83353,0.000369324,0.000369324,0.000369324
44,4038.74,0.93646,0.33834,0.81642,0.93395,0.92819,0.94811,0.7037,0.87279,0.30175,0.8328,0.000360433,0.000360433,0.000360433
45,4130.23,0.94399,0.35343,0.81596,0.91237,0.92867,0.94187,0.70121,0.86044,0.3033,0.83124,0.000351479,0.000351479,0.000351479
46,4219.92,0.94263,0.34025,0.81663,0.92359,0.93459,0.94462,0.70285,0.86978,0.30449,0.83322,0.000342472,0.000342472,0.000342472
47,4289.83,0.93139,0.33536,0.81326,0.94783,0.92015,0.95014,0.70093,0.87288,0.30395,0.8321,0.000333419,0.000333419,0.000333419
48,4388.02,0.92487,0.33825,0.81266,0.94139,0.92655,0.94777,0.70511,0.87296,0.30055,0.83461,0.000324331,0.000324331,0.000324331
49,4466.28,0.92127,0.33274,0.8151,0.94118,0.91825,0.94955,0.69946,0.86963,0.30076,0.83195,0.000315216,0.000315216,0.000315216
50,4537.32,0.91223,0.32896,0.81259,0.94584,0.92495,0.94853,0.70567,0.86752,0.30235,0.83257,0.000306082,0.000306082,0.000306082
51,4622.94,0.91196,0.3297,0.81254,0.94686,0.92968,0.95453,0.70218,0.87124,0.29967,0.83417,0.00029694,0.00029694,0.00029694
52,4690.2,0.9004,0.31661,0.80932,0.94616,0.92486,0.95271,0.70351,0.86601,0.30099,0.83309,0.000287798,0.000287798,0.000287798
53,4766.61,0.90393,0.32129,0.811,0.95119,0.92425,0.94882,0.70108,0.86788,0.3004,0.835,0.000278664,0.000278664,0.000278664
54,4838.43,0.89498,0.31963,0.81065,0.94882,0.92474,0.95232,0.70183,0.86679,0.30485,0.83356,0.000269549,0.000269549,0.000269549
55,4887.96,0.88675,0.31281,0.81007,0.93617,0.93228,0.94858,0.7018,0.86377,0.29567,0.83351,0.000260461,0.000260461,0.000260461
56,4937.93,0.90241,0.32464,0.81055,0.94823,0.92202,0.9496,0.70041,0.86747,0.30422,0.83376,0.000251408,0.000251408,0.000251408
57,5003.61,0.87944,0.30972,0.80749,0.943,0.93611,0.95127,0.70105,0.85964,0.3013,0.83276,0.000242401,0.000242401,0.000242401
58,5074.27,0.8667,0.30364,0.80599,0.95179,0.92558,0.95134,0.7014,0.87061,0.30261,0.83446,0.000233447,0.000233447,0.000233447
59,5130.77,0.86841,0.30583,0.80652,0.93107,0.93404,0.95009,0.70076,0.86762,0.30284,0.83333,0.000224556,0.000224556,0.000224556
60,5181.4,0.86511,0.30216,0.80531,0.93973,0.9354,0.95042,0.70682,0.86842,0.30638,0.83462,0.000215737,0.000215737,0.000215737
61,5232.39,0.86165,0.29812,0.80643,0.952,0.93028,0.9475,0.70736,0.85978,0.29835,0.83389,0.000206998,0.000206998,0.000206998
62,5283.93,0.85462,0.29834,0.8057,0.93953,0.93009,0.94588,0.7055,0.8616,0.30499,0.83358,0.000198347,0.000198347,0.000198347
63,5339.45,0.86607,0.30668,0.80571,0.93627,0.93372,0.9469,0.70398,0.86238,0.29486,0.83331,0.000189794,0.000189794,0.000189794
64,5398.11,0.84984,0.29456,0.80542,0.93443,0.93181,0.94744,0.70434,0.86719,0.3016,0.83436,0.000181346,0.000181346,0.000181346
65,5445.92,0.84948,0.3074,0.8059,0.94456,0.92801,0.95127,0.70826,0.86278,0.3025,0.83556,0.000173013,0.000173013,0.000173013
66,5495.33,0.8432,0.29668,0.80498,0.94029,0.9285,0.95354,0.70364,0.86427,0.29429,0.83481,0.000164802,0.000164802,0.000164802
67,5573.37,0.84675,0.29899,0.80425,0.94286,0.93054,0.95285,0.70604,0.86301,0.29869,0.83499,0.000156721,0.000156721,0.000156721
68,5660.53,0.83502,0.2967,0.80355,0.93453,0.93121,0.94828,0.70572,0.86649,0.30322,0.83475,0.000148778,0.000148778,0.000148778
69,5713.87,0.8343,0.29735,0.8025,0.93213,0.93785,0.95132,0.71032,0.85866,0.29728,0.83425,0.000140982,0.000140982,0.000140982
70,5770.75,0.83509,0.29519,0.80286,0.93256,0.94513,0.95061,0.70791,0.86392,0.30461,0.8348,0.00013334,0.00013334,0.00013334
71,5819.55,0.82716,0.29644,0.80246,0.95241,0.92243,0.95066,0.70772,0.863,0.30369,0.8344,0.000125859,0.000125859,0.000125859
72,5868.9,0.81706,0.28478,0.8007,0.95485,0.91967,0.95131,0.70917,0.86029,0.30328,0.83394,0.000118547,0.000118547,0.000118547
73,5920.44,0.831,0.29244,0.80261,0.93529,0.93676,0.94991,0.70549,0.86494,0.30081,0.83556,0.000111411,0.000111411,0.000111411
74,5971.15,0.82101,0.29072,0.80044,0.94179,0.94083,0.95274,0.7041,0.86335,0.3031,0.83545,0.000104459,0.000104459,0.000104459
75,6021.39,0.8159,0.28228,0.80032,0.93398,0.94098,0.95185,0.70369,0.86194,0.30369,0.83562,9.76957e-05,9.76957e-05,9.76957e-05
76,6071.17,0.81523,0.28587,0.80158,0.94117,0.93451,0.94862,0.70129,0.86696,0.29945,0.83592,9.11295e-05,9.11295e-05,9.11295e-05
77,6136.68,0.81378,0.28376,0.80014,0.95228,0.92277,0.95002,0.70495,0.86165,0.30173,0.83505,8.47664e-05,8.47664e-05,8.47664e-05
78,6192.61,0.80177,0.27897,0.79983,0.94266,0.93068,0.95087,0.70337,0.86546,0.30324,0.83601,7.86127e-05,7.86127e-05,7.86127e-05
79,6240.72,0.81405,0.29398,0.79977,0.92974,0.94098,0.95052,0.7025,0.86354,0.30207,0.836,7.26744e-05,7.26744e-05,7.26744e-05
80,6289.19,0.80563,0.28485,0.80022,0.93836,0.94129,0.95175,0.70604,0.8658,0.30162,0.83547,6.69575e-05,6.69575e-05,6.69575e-05
81,6337.88,0.80441,0.28044,0.79907,0.92914,0.9448,0.95058,0.7054,0.86581,0.3013,0.83579,6.14675e-05,6.14675e-05,6.14675e-05
82,6386.66,0.80792,0.28635,0.79911,0.93058,0.93952,0.95253,0.70634,0.8601,0.30088,0.83545,5.62099e-05,5.62099e-05,5.62099e-05
83,6435.7,0.79749,0.28096,0.79731,0.93121,0.9425,0.94993,0.70478,0.86328,0.30136,0.83577,5.11899e-05,5.11899e-05,5.11899e-05
84,6485.07,0.79792,0.28071,0.7987,0.92891,0.94189,0.95184,0.70231,0.86612,0.3002,0.83638,4.64124e-05,4.64124e-05,4.64124e-05
85,6536.92,0.80211,0.2858,0.79802,0.92968,0.93819,0.9514,0.70414,0.86393,0.3022,0.83588,4.18822e-05,4.18822e-05,4.18822e-05
86,6585.46,0.79384,0.28041,0.79747,0.93786,0.93852,0.95119,0.70203,0.86462,0.30069,0.83614,3.76036e-05,3.76036e-05,3.76036e-05
87,6634.98,0.7879,0.27305,0.7961,0.93554,0.93409,0.95125,0.70039,0.86577,0.30264,0.83668,3.3581e-05,3.3581e-05,3.3581e-05
88,6683.9,0.78657,0.27324,0.79778,0.93529,0.93773,0.94945,0.70506,0.86451,0.30477,0.83612,2.98183e-05,2.98183e-05,2.98183e-05
89,6732.68,0.79415,0.2782,0.79718,0.93652,0.93576,0.95037,0.70403,0.86594,0.30274,0.83645,2.63193e-05,2.63193e-05,2.63193e-05
