epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,682.695,1.16634,0.55054,0.00182,0.91274,0.88532,0.9308,0.66442,0.98176,0.41319,0.0021,0.000560299,0.000560299,0.000560299
16,731.909,1.1624,0.53653,0.00181,0.93206,0.87609,0.92537,0.6514,1.0241,0.41763,0.00219,0.000556276,0.000556276,0.000556276
17,782.1,1.14779,0.51331,0.00179,0.89979,0.90379,0.93169,0.66209,0.97589,0.39578,0.00208,0.000551998,0.000551998,0.000551998
18,830.92,1.14488,0.51341,0.00178,0.88543,0.89487,0.92908,0.66257,0.97671,0.4019,0.0021,0.000547468,0.000547468,0.000547468
19,879.658,1.15575,0.50608,0.00182,0.91477,0.89849,0.9325,0.66606,0.99751,0.39727,0.00213,0.00054269,0.00054269,0.00054269
20,928.804,1.13757,0.49916,0.00177,0.91369,0.89848,0.93295,0.66747,0.99563,0.38311,0.00212,0.00053767,0.00053767,0.00053767
21,977.979,1.14208,0.48579,0.00177,0.91813,0.91095,0.93276,0.6706,0.96983,0.37199,0.00207,0.000532412,0.000532412,0.000532412
22,1027.48,1.12831,0.47845,0.00176,0.93265,0.88232,0.93146,0.67072,0.98488,0.37226,0.00211,0.000526923,0.000526923,0.000526923
23,1076.98,1.12126,0.4722,0.00174,0.93945,0.8972,0.93291,0.66756,0.98478,0.36326,0.00211,0.000521206,0.000521206,0.000521206
24,1126.35,1.10545,0.46135,0.00172,0.93133,0.90683,0.93494,0.67332,0.9583,0.35999,0.00204,0.000515267,0.000515267,0.000515267
25,1176.56,1.11618,0.45825,0.00174,0.93582,0.90564,0.93484,0.66641,0.97857,0.36501,0.00206,0.000509114,0.000509114,0.000509114
26,1226.12,1.10739,0.46215,0.00169,0.92341,0.90192,0.93396,0.67188,0.95243,0.35993,0.00203,0.00050275,0.00050275,0.00050275
27,1275.65,1.09979,0.44772,0.0017,0.94868,0.9042,0.93594,0.66282,0.9915,0.36508,0.00211,0.000496184,0.000496184,0.000496184
28,1325.41,1.10127,0.44644,0.00169,0.93072,0.91775,0.93613,0.67703,0.95412,0.35337,0.00202,0.000489421,0.000489421,0.000489421
29,1376.03,1.09188,0.44503,0.0017,0.92384,0.91837,0.93239,0.67127,0.9639,0.3507,0.00204,0.000482469,0.000482469,0.000482469
30,1425.84,1.09034,0.43316,0.00168,0.93317,0.90734,0.93264,0.66772,0.978,0.357,0.00207,0.000475333,0.000475333,0.000475333
31,1475.52,1.09223,0.44503,0.00169,0.9278,0.91003,0.93476,0.66854,0.97444,0.35056,0.00207,0.000468021,0.000468021,0.000468021
32,1524.66,1.0744,0.42798,0.00165,0.94295,0.90176,0.93664,0.67077,0.97495,0.34981,0.00205,0.00046054,0.00046054,0.00046054
33,1574.55,1.07474,0.42646,0.00164,0.94417,0.91395,0.93755,0.68095,0.94796,0.34287,0.00201,0.000452898,0.000452898,0.000452898
34,1624.2,1.07687,0.43516,0.00164,0.90442,0.92072,0.93295,0.68197,0.94542,0.34438,0.00201,0.000445102,0.000445102,0.000445102
35,1674.08,1.06392,0.41266,0.00164,0.93761,0.9167,0.93826,0.68124,0.93836,0.3424,0.00198,0.000437159,0.000437159,0.000437159
36,1724.04,1.06225,0.414,0.00164,0.94755,0.91339,0.93725,0.68354,0.94135,0.34057,0.002,0.000429078,0.000429078,0.000429078
37,1774.54,1.06814,0.41565,0.00162,0.9316,0.91392,0.93435,0.67882,0.93671,0.33671,0.00199,0.000420867,0.000420867,0.000420867
38,1824.67,1.0621,0.40855,0.00162,0.96687,0.90202,0.93861,0.67574,0.93373,0.3344,0.00199,0.000412534,0.000412534,0.000412534
39,1874.42,1.0421,0.39706,0.0016,0.92973,0.9078,0.93611,0.67967,0.95314,0.34012,0.00201,0.000404086,0.000404086,0.000404086
40,1924.78,1.04878,0.40274,0.0016,0.95305,0.90954,0.93837,0.68793,0.92337,0.33261,0.00196,0.000395533,0.000395533,0.000395533
41,1974.82,1.04375,0.4004,0.00159,0.95615,0.89854,0.93615,0.68462,0.93533,0.33654,0.002,0.000386882,0.000386882,0.000386882
42,2026.72,1.03087,0.39617,0.00155,0.94823,0.92166,0.93774,0.68136,0.93237,0.32953,0.00196,0.000378143,0.000378143,0.000378143
43,2078.51,1.03685,0.40084,0.00158,0.94752,0.92253,0.93654,0.68608,0.92833,0.33424,0.00196,0.000369324,0.000369324,0.000369324
44,2131.5,1.02921,0.38702,0.00157,0.93599,0.91609,0.93093,0.67993,0.92453,0.33395,0.00195,0.000360433,0.000360433,0.000360433
45,2184.34,1.02647,0.39371,0.00156,0.94438,0.91932,0.93923,0.68254,0.93167,0.33547,0.00197,0.000351479,0.000351479,0.000351479
46,2236.21,1.03321,0.39289,0.00157,0.94811,0.90859,0.93726,0.6896,0.9265,0.33363,0.00196,0.000342472,0.000342472,0.000342472
47,2286.74,1.02171,0.39015,0.00156,0.94847,0.91632,0.93762,0.68919,0.92201,0.33038,0.00195,0.000333419,0.000333419,0.000333419
48,2337.14,1.01881,0.38787,0.00153,0.93585,0.92072,0.94228,0.68748,0.93127,0.33704,0.00196,0.000324331,0.000324331,0.000324331
49,2388.22,1.01724,0.3882,0.00152,0.94462,0.91946,0.93975,0.68365,0.92926,0.3348,0.00196,0.000315216,0.000315216,0.000315216
50,2439.97,1.01674,0.387,0.00153,0.94301,0.91556,0.93236,0.68512,0.9213,0.32961,0.00195,0.000306082,0.000306082,0.000306082
51,2490.54,1.00805,0.38442,0.00151,0.94122,0.92067,0.93948,0.6864,0.92183,0.33585,0.00194,0.00029694,0.00029694,0.00029694
52,2541.11,1.00799,0.38467,0.00153,0.9346,0.92381,0.93848,0.68233,0.93611,0.33432,0.00196,0.000287798,0.000287798,0.000287798
53,2591.63,1.002,0.38053,0.00152,0.95266,0.91866,0.93584,0.6903,0.92146,0.32705,0.00195,0.000278664,0.000278664,0.000278664
54,2641.77,0.99951,0.37614,0.00149,0.94519,0.92992,0.94347,0.68994,0.91599,0.33099,0.00193,0.000269549,0.000269549,0.000269549
55,2694.95,0.9914,0.36813,0.0015,0.94115,0.92001,0.93872,0.68331,0.92543,0.33136,0.00196,0.000260461,0.000260461,0.000260461
56,2748.45,0.99871,0.37562,0.00151,0.95432,0.91388,0.93476,0.68314,0.92099,0.32467,0.00194,0.000251408,0.000251408,0.000251408
57,2801.95,0.97657,0.36279,0.00146,0.95985,0.90831,0.9396,0.68669,0.92141,0.32673,0.00194,0.000242401,0.000242401,0.000242401
58,2854.28,0.98456,0.36595,0.00147,0.94822,0.92779,0.9444,0.68311,0.91855,0.32479,0.00194,0.000233447,0.000233447,0.000233447
59,2906.95,0.97633,0.36371,0.00146,0.95161,0.9192,0.94402,0.69168,0.91523,0.32166,0.00193,0.000224556,0.000224556,0.000224556
60,2959.87,0.97043,0.35927,0.00145,0.94182,0.91431,0.93983,0.68938,0.91746,0.32712,0.00194,0.000215737,0.000215737,0.000215737
61,3012.77,0.97254,0.36438,0.00147,0.9405,0.92616,0.94448,0.69001,0.91767,0.3266,0.00193,0.000206998,0.000206998,0.000206998
62,3065.71,0.96166,0.35608,0.00145,0.94921,0.92915,0.94643,0.69068,0.91833,0.32591,0.00194,0.000198347,0.000198347,0.000198347
63,3117.75,0.97066,0.35753,0.00145,0.94228,0.92608,0.94429,0.68871,0.92313,0.33057,0.00195,0.000189794,0.000189794,0.000189794
64,3170.67,0.96073,0.35698,0.00146,0.95079,0.92274,0.94376,0.6912,0.91895,0.32822,0.00194,0.000181346,0.000181346,0.000181346
65,3223.28,0.95274,0.35579,0.00144,0.95262,0.9261,0.94538,0.69046,0.90885,0.32226,0.00191,0.000173013,0.000173013,0.000173013
66,3276.6,0.95888,0.35085,0.00145,0.95262,0.92348,0.94361,0.68905,0.91589,0.32591,0.00194,0.000164802,0.000164802,0.000164802
67,3328.74,0.95526,0.35532,0.00142,0.95987,0.91824,0.94491,0.68717,0.91034,0.3227,0.00192,0.000156721,0.000156721,0.000156721
68,3381.86,0.95107,0.35225,0.00143,0.94904,0.9237,0.94663,0.6866,0.91728,0.32908,0.00193,0.000148778,0.000148778,0.000148778
69,3434.63,0.9516,0.3503,0.00141,0.9512,0.92227,0.94781,0.6898,0.91782,0.32615,0.00194,0.000140982,0.000140982,0.000140982
